source_id,band,product,path,bytes,sha256
770335369886577792,W3,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/770335369886577792_w3_unc.fits.gz,30102,4c68d60be74b2e8fb253b6fcdd89a05a182334997a6430acd2e7d5d6c081cae1
5768603427465996416,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/5768603427465996416_w3_cov.fits.gz,31990,ef40f0a61b79f279ccd9dd68f2142bb3cfd9088cacd30f1f23b8e73cd52adc1e
5768603427465996416,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/5768603427465996416_w4_cov.fits.gz,31886,8b274af551881818374a7a7bcfb4d19b6ece31a5c5b700e6898ec76449d8eb4d
2763655225542686336,W4,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2763655225542686336_w4_int.fits,43609,1a3b194212a3b987000ee8d901187ceb07a9e0f582464b171ce4aaaea451b06d
1618450162257805184,W3,int,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/1618450162257805184_w3_int.fits,47061,5b7b1c2f2d52684b49aa5355ccf8c4c33578733bf2d152249d8e3f35b639cc72
2717793736553222400,W4,unc,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2717793736553222400_w4_unc.fits.gz,31205,5005bb843185e8511f424614f9e81faabae2473d1cf90f07627d137890a8c270
6151377578674752896,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/6151377578674752896_w3_cov.fits.gz,32124,363d71183cefe625029d6cfea8ed81113e298d4f89c1f090c2203b120e54cbcf
3065665501751684992,W4,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3065665501751684992_w4_cov.fits.gz,33360,fc5598986a400d32828634a28621d28f36bd5aea56d84851929e5179fa261ff6
2388538245106801280,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/2388538245106801280_w3_cov.fits.gz,34043,e50c65142f254973887b66cdb22a02fa5934c5a992d68358474ace3a98d9af2f
3065665501751684992,W3,cov,/mnt/data/e17i_real_fits_full/GTCO_E17_WISE_cutouts/3065665501751684992_w3_cov.fits.gz,34591,22d279c162f39c206c2ca1bc19450fc7f2682544b1b394532965e9d785405ef5
